customer_id,first_name,last_name,date_of_birth,gender,city,state,pincode,email,phone,premium_tier,join_date
C0211,Sai,Toor,1980-12-16,M,Yamunanagar,Arunachal Pradesh,958476,agatechaaya@example.org,+915709465861,Silver,2024-11-25
C0212,Meera,Mandal,1987-03-25,M,Rajpur Sonarpur,Assam,524555,qabil25@example.com,7139297128,Gold,2024-03-09
C0213,Daksha,Pai,2005-05-08,F,Mysore,Rajasthan,473968,wsathe@example.org,+919621823881,Silver,2025-04-28
C0214,Neha,Chahal,1992-11-02,F,Jamnagar,West Bengal,721371,pathakjeet@example.com,+912381160372,Gold,2022-09-04
C0215,Rachit,Gaba,1998-08-30,M,Gwalior,Assam,821584,yashodhararatta@example.com,3873265883,Gold,2025-12-12
C0216,Rayaan,Deshpande,1944-04-11,F,Coimbatore,Nagaland,147621,mitterekansh@example.com,1181818055,Silver,2022-08-30
C0217,Diya,Nagi,1981-06-05,M,Sirsa,Telangana,689225,charanmahajan@example.net,+913776410806,Silver,2023-12-05
C0218,Akshay,Chand,1975-12-06,M,Morena,Sikkim,939438,ira46@example.com,6973370171,Bronze,2023-02-04
C0219,Prisha,Kuruvilla,1920-09-14,M,Bhubaneswar,Rajasthan,014488,goleisaiah@example.net,06718525448,Gold,2022-03-12
C0220,Ryan,Bava,1964-07-04,F,Patna,Maharashtra,017955,pyohannan@example.com,0026733816,Silver,2024-05-05
C0221,Ojas,Mammen,1921-02-27,F,Bathinda,Jharkhand,678714,harita63@example.com,+915333398472,Gold,2025-09-26
C0222,Nicholas,Banik,1937-06-25,F,Patiala,Chhattisgarh,648272,skeer@example.org,09253150590,Bronze,2021-12-10
C0223,Gopal,Palla,2014-09-04,M,Raichur,Jharkhand,364465,bmital@example.org,2866498928,Gold,2023-07-23
C0224,Hemal,Ranganathan,1989-03-08,M,Mehsana,Meghalaya,781002,mukherjeerachit@example.net,+915226376690,Silver,2023-06-08
C0225,Zashil,Badami,1991-09-08,M,Kalyan-Dombivli,Kerala,030500,sachdevdayamai@example.org,9431603977,Bronze,2024-12-13
C0226,Isaac,Oommen,2021-10-18,M,New Delhi,Assam,031413,tdubey@example.net,08054183391,Bronze,2022-04-22
C0227,Pushti,Tara,1925-09-15,F,Howrah,Karnataka,899027,mekhala65@example.org,+919029642403,Silver,2025-03-25
C0228,Omya,Naik,1946-01-18,F,Kolhapur,Kerala,863718,aditya03@example.org,00049808908,Silver,2023-10-03
C0229,Hema,Bumb,1996-08-06,M,Orai,West Bengal,398919,upkaar78@example.com,08990531677,Gold,2026-03-14
C0230,Matthew,Loyal,1913-01-08,F,Amravati,Gujarat,636507,maninaveen@example.org,02793905869,Bronze,2026-01-27
C0231,Turvi,Aggarwal,1956-05-18,F,Jaunpur,Tripura,989985,mitesh61@example.org,+915820968240,Gold,2021-05-31
C0232,Rachit,Dua,1973-07-06,M,Ghaziabad,Tripura,391586,aptehritik@example.net,+911025900808,Bronze,2023-04-21
C0233,Kala,Dua,1938-08-27,F,Bareilly,Himachal Pradesh,654386,isaac49@example.net,+911114094242,Bronze,2023-03-05
C0234,Samuel,Palan,1957-08-10,M,Meerut,Arunachal Pradesh,415971,shettywarinder@example.org,06287503925,Bronze,2023-05-17
C0235,Devansh,Bansal,1960-06-03,M,Chandigarh,Uttarakhand,175624,natarajanalka@example.org,0750879296,Bronze,2022-09-08
C0236,Wakeeta,Sane,1964-01-16,M,Unnao,Tamil Nadu,226613,aishani37@example.net,+916032011000,Silver,2025-03-28
C0237,Hardik,Lala,1964-09-10,M,Jalna,Nagaland,178466,mandayuvraj@example.net,+915466444337,Silver,2024-12-26
C0238,Gopal,Hari,1944-07-17,M,Erode,Bihar,567622,krishna57@example.net,07356672315,Silver,2024-03-16
C0239,Zaid,Lad,1926-02-21,F,Nagpur,Nagaland,015481,sekhonupkaar@example.com,1836974844,Silver,2023-09-13
C0240,Indira,Dewan,2020-09-01,M,Karnal,Meghalaya,622858,turvi13@example.com,03817151493,Silver,2024-11-25
C0241,Samaksh,Parekh,1914-07-01,M,Surat,Assam,849391,lipika52@example.net,2339420009,Gold,2022-02-05
C0242,Kai,Amble,1967-09-22,F,Kumbakonam,Punjab,588393,jchatterjee@example.com,05423191322,Bronze,2025-06-22
C0243,Wriddhish,Manne,1955-12-24,F,Ambarnath,Tripura,275525,ekhalsa@example.com,03073662574,Bronze,2021-09-21
C0244,Qushi,Pradhan,2021-04-20,M,Dehradun,Odisha,992096,fchoudhary@example.com,+915600097611,Gold,2023-08-15
C0245,Eiravati,Kakar,2011-01-28,F,Panchkula,Mizoram,495642,mohini82@example.org,+911375267761,Silver,2024-06-13
C0246,Harish,Mody,1993-08-08,M,Sambhal,Andhra Pradesh,411665,zaiddhillon@example.com,+910980529167,Gold,2024-09-02
C0247,Laban,Dhar,1973-01-14,F,Erode,Kerala,185073,meghanakata@example.net,+910769821206,Silver,2025-12-18
C0248,Zaid,Som,1919-12-27,F,Bulandshahr,Goa,541336,pmohanty@example.com,08355407792,Gold,2024-12-29
C0249,Tarak,Gulati,2007-09-03,F,Raiganj,Maharashtra,032522,gaurangibatta@example.com,07398382083,Bronze,2022-11-10
C0250,Nikita,Kala,1914-01-07,F,Gulbarga,Rajasthan,257968,rmander@example.org,07422089249,Bronze,2025-07-03
C0251,George,Chand,1953-01-08,F,Durg,Haryana,216305,samrasara@example.com,+912682983643,Gold,2021-12-01
C0252,Luke,Deol,2003-08-07,F,Bidhannagar,Andhra Pradesh,157091,tseth@example.com,0027506643,Bronze,2021-08-30
C0253,Saanvi,Kanda,1961-01-06,M,Siwan,Tripura,971056,arya76@example.net,07014704612,Silver,2023-02-28
C0254,Maanav,Kala,1929-08-27,M,Asansol,Telangana,929019,gaurangi59@example.net,4100122598,Silver,2021-08-01
C0255,Patrick,Behl,1929-07-12,F,Srinagar,West Bengal,562584,venkataramanyashica@example.net,+914466744275,Silver,2021-08-24
C0256,Watika,Mital,1921-03-21,M,Dibrugarh,Jharkhand,895150,bariatanvi@example.net,+912252635789,Bronze,2026-02-18
C0257,Neha,Shan,1933-05-24,M,Aizawl,Chhattisgarh,058316,anmolkeer@example.org,9767797488,Bronze,2023-08-21
C0258,Darsh,Mallick,1950-12-26,M,Satna,Jharkhand,890038,jasonchandran@example.org,01852125948,Bronze,2021-07-17
C0259,Jatin,Shanker,1950-11-12,F,Rajahmundry,Mizoram,391034,bdhillon@example.com,8616899785,Gold,2023-06-06
C0260,Unni,Bhatti,2002-01-19,M,Phagwara,Assam,510528,fpuri@example.com,7189208509,Silver,2025-07-02
C0261,Gopal,Sule,1926-09-12,F,Surat,Bihar,363727,maxmangat@example.net,06692909692,Gold,2023-05-18
C0262,Aditya,Kakar,1931-09-11,F,Gaya,Bihar,335405,nikita17@example.com,02358344587,Gold,2024-08-01
C0263,Maanav,Bala,1999-07-08,F,Pune,Uttar Pradesh,567141,qkadakia@example.com,+916292579603,Bronze,2024-02-11
C0264,Aarnav,Bava,1922-01-14,M,Nellore,Nagaland,598219,fariqsaini@example.com,08678628467,Bronze,2024-02-23
C0265,Raksha,Sant,1924-01-22,M,Karaikudi,Bihar,237995,dugarcharita@example.org,+915215383599,Gold,2024-12-17
C0266,Jonathan,Chopra,1925-11-07,M,Surendranagar Dudhrej,Gujarat,586788,lila56@example.com,2201354132,Silver,2024-09-13
C0267,Udyati,Baria,1939-04-14,F,Panchkula,Karnataka,546664,qsandal@example.com,02143513206,Silver,2024-03-27
C0268,Vritti,Sami,2016-06-18,M,Kulti,Sikkim,704124,duttmugdha@example.org,+918501299943,Bronze,2023-05-19
C0269,Chaitaly,Kari,1923-09-06,F,Dindigul,Gujarat,859172,ychauhan@example.com,00998054331,Bronze,2024-08-03
C0270,Bina,Rana,1920-07-05,F,Tenali,Jharkhand,223899,saksham91@example.net,9771402081,Silver,2023-08-13
C0271,Michael,Prakash,2010-11-23,M,Kozhikode,Assam,715629,jhalakrana@example.net,4627816615,Silver,2026-03-21
C0272,Bhavya,Barad,2021-08-19,F,Tezpur,Rajasthan,493627,januja53@example.com,08136036971,Silver,2022-03-30
C0273,Xiti,Kuruvilla,2014-06-20,M,Saharanpur,Sikkim,788158,khari@example.com,4808756335,Bronze,2023-07-01
C0274,Jagvi,Choudhary,1955-11-01,M,Vijayanagaram,Karnataka,405948,bhattacharyyaaadi@example.net,4472878550,Gold,2025-06-30
C0275,Rushil,Srinivas,1999-06-19,M,Bidhannagar,Sikkim,120819,theodorekakar@example.com,8452163823,Bronze,2025-12-23
C0276,Ronith,Gala,1980-07-11,M,Nashik,Uttarakhand,201168,zgupta@example.net,7799860114,Gold,2023-07-28
C0277,Charan,Butala,1941-12-13,M,Hapur,Chhattisgarh,928343,nihalkhalsa@example.com,5990527876,Gold,2023-07-27
C0278,Lucky,Dutta,1915-05-30,F,Hubli–Dharwad,Uttar Pradesh,320059,krishasarin@example.com,05777777963,Bronze,2026-01-12
C0279,Ikbal,Borde,1985-03-12,F,Tiruppur,Odisha,896438,beraomya@example.com,+919146389984,Gold,2025-02-02
C0280,Irya,Balasubramanian,1951-01-16,F,Raebareli,Nagaland,348744,anneorinder@example.net,1948765294,Silver,2021-11-01
C0281,Aradhana,Chhabra,2014-09-21,M,Katihar,Mizoram,763741,faris12@example.org,09917963489,Bronze,2024-09-14
C0282,Fitan,Raman,1940-04-17,M,Hindupur,Himachal Pradesh,446551,deepa03@example.net,+910503666268,Silver,2024-10-29
C0283,Anmol,Nagar,1997-04-28,M,Tiruppur,Himachal Pradesh,444505,ganeshgagan@example.com,+916645478016,Gold,2022-01-16
C0284,Vasatika,Ganguly,2023-12-11,M,Bikaner,Jharkhand,296173,wriddhishkeer@example.org,07394725131,Silver,2024-01-03
C0285,Dhruv,Kalita,1927-08-10,M,Buxar,Madhya Pradesh,091735,kalamunshi@example.org,03209686217,Silver,2024-09-09
C0286,Ayushman,Sridhar,1965-04-30,F,Gangtok,Chhattisgarh,834710,qabilom@example.net,03036373453,Silver,2025-03-07
C0287,Ayushman,Master,2014-03-20,F,Burhanpur,Chhattisgarh,922396,krishvamakshi@example.net,+917113192518,Bronze,2024-09-24
C0288,Dev,Khalsa,1910-06-12,M,Sonipat,Jharkhand,234955,luthrainaya@example.net,7631934333,Bronze,2022-01-22
C0289,Dhruv,Das,1923-02-05,F,Bilaspur,Meghalaya,055184,ekiya38@example.com,1034070205,Gold,2025-05-01
C0290,Isaiah,Gala,1968-12-26,M,Katni,Kerala,995382,dalalforum@example.net,+915954456678,Gold,2023-05-02
C0291,Aarav,Raj,1948-09-27,F,Miryalaguda,Manipur,010448,rgarg@example.org,05157624304,Bronze,2024-09-17
C0292,Aarnav,Ramakrishnan,1957-10-25,F,Gandhidham,Assam,799600,sawhneydamini@example.org,8335680785,Silver,2022-06-27
C0293,Ranbir,Bath,1949-01-05,M,Gandhidham,Jharkhand,223479,manneqadim@example.com,0237780598,Gold,2023-07-15
C0294,Simon,Bakshi,2009-04-05,M,Delhi,Manipur,974162,wboase@example.net,01234520314,Bronze,2022-04-26
C0295,Abeer,Chana,1952-11-26,F,Kanpur,Manipur,907514,hbalasubramanian@example.com,7071511756,Silver,2022-08-01
C0296,Kamala,Ramakrishnan,1968-03-02,M,Nandyal,Uttar Pradesh,691198,pushti86@example.net,07638801597,Gold,2022-10-20
C0297,Ayushman,Rastogi,1954-07-23,F,Raurkela Industrial Township,Telangana,325088,zdhar@example.com,7227344862,Silver,2023-07-24
C0298,Radha,Sagar,2000-06-06,F,Ghaziabad,Andhra Pradesh,018894,qushi74@example.net,06368297340,Gold,2022-06-29
C0299,Nicholas,Lala,1938-02-14,F,Thrissur,Chhattisgarh,302091,gauravpant@example.org,03485085679,Gold,2022-08-18
C0300,Anthony,Balasubramanian,1983-03-28,F,Morena,Tripura,229744,pnayak@example.org,9721808504,Gold,2025-05-26
C0301,Ayush,Sura,1913-02-27,F,Kamarhati,Kerala,346968,subramaniannikita@example.com,+914929723864,Gold,2022-04-03
C0302,Wyatt,Dubey,1913-12-18,M,Sultan Pur Majra,Tamil Nadu,999720,murtyhemangini@example.com,06311218779,Silver,2021-06-30
C0303,Orinder,Seth,1976-06-28,M,Aizawl,Kerala,201918,ekajabasu@example.net,01377333141,Silver,2023-07-14
C0304,Rehaan,Panchal,1975-09-29,M,Ongole,Manipur,996104,wdate@example.org,+911480888520,Bronze,2021-07-04
C0305,Saanvi,Swamy,2002-12-10,F,Pondicherry,Manipur,831331,raghavbora@example.org,8265603647,Bronze,2024-10-19
C0306,Lavanya,Pandey,1995-12-07,F,Jorhat,Arunachal Pradesh,430483,jatin02@example.com,2937099010,Bronze,2023-05-29
C0307,Om,Sundaram,1925-10-08,F,Muzaffarpur,Sikkim,124096,bhattzashil@example.net,09310841833,Bronze,2025-04-06
C0308,Niharika,Lal,1976-07-22,M,Amroha,Assam,653478,tlal@example.com,+919522098265,Gold,2025-11-10
C0309,Ishani,Bose,1946-06-07,M,Naihati,Tripura,260956,rajachandran@example.net,8939501417,Silver,2023-11-12
C0310,Hemangini,Lalla,2016-09-11,M,Bettiah,Nagaland,113824,raigautami@example.net,08628138244,Silver,2022-02-16
C0311,Hritik,Trivedi,1914-02-12,F,Uluberia,Jharkhand,840429,balvansuri@example.com,+910697015110,Bronze,2021-06-05
C0312,Maya,Datta,1936-08-01,F,Fatehpur,Goa,064026,singhaladweta@example.org,+910814614761,Gold,2025-12-30
C0313,Abdul,Nanda,1918-09-15,F,Medininagar,Meghalaya,166104,eta58@example.org,+918535186902,Bronze,2023-05-16
C0314,Raagini,Parsa,1949-04-22,F,Adoni,Maharashtra,342079,hegdenaveen@example.org,5236724917,Silver,2023-08-25
C0315,Pushti,Bhatt,1999-01-02,M,Solapur,Manipur,792780,yrege@example.net,4039099861,Gold,2023-08-26
C0316,Chatresh,Varkey,2000-04-25,F,Bidhannagar,Telangana,336801,jasmitsethi@example.org,8449756948,Silver,2023-10-20
C0317,Darsh,Pau,1953-06-02,M,Tadepalligudem,Andhra Pradesh,837891,pavanisinghal@example.net,4711982898,Bronze,2022-06-16
C0318,Chakrika,Singh,1969-08-31,F,Kirari Suleman Nagar,Sikkim,792868,ijayapant@example.net,5983165271,Gold,2024-07-08
C0319,Yochana,Sibal,2001-02-28,M,Morbi,Tamil Nadu,840549,upasnasubramaniam@example.com,+913559185144,Silver,2022-05-29
C0320,Shivansh,Bassi,1929-01-23,F,Hajipur,Nagaland,935661,rrau@example.com,08401698472,Bronze,2025-06-03
C0321,Sanya,Gopal,2011-04-10,M,Pondicherry,Tripura,972925,yoshita16@example.org,1636590128,Gold,2024-11-28
C0322,Janya,Chhabra,2015-06-13,F,Tiruchirappalli,Tripura,708422,varghesesamuel@example.net,03835519008,Bronze,2023-03-11
C0323,Nisha,Bains,1995-08-16,F,Ludhiana,Maharashtra,031663,bmangal@example.org,00544548460,Bronze,2021-10-31
C0324,Wyatt,Garg,2020-09-30,M,Bally,Manipur,940777,akshay83@example.net,+911720016203,Silver,2023-02-15
C0325,Yashodhara,Sarin,1923-03-20,F,Baranagar,Maharashtra,619842,wlala@example.com,+916749850520,Gold,2023-12-21
C0326,Nitesh,Mangat,1970-06-10,M,Tadipatri,Nagaland,952143,alka57@example.com,+910753188961,Bronze,2025-11-19
C0327,Ekaraj,Biswas,1951-05-31,F,Amravati,Assam,392530,ekavirmahal@example.net,08483725401,Bronze,2021-11-26
C0328,Prisha,Bal,1991-01-06,F,Tirunelveli,Karnataka,814626,yashoda99@example.org,9419146138,Silver,2024-11-04
C0329,Chandran,Maharaj,1997-01-23,F,Khora ,Mizoram,327945,nandafitan@example.org,+914386955765,Bronze,2026-01-20
C0330,Aarush,Saxena,1944-06-17,F,Dehri,Manipur,519217,watikapalla@example.com,+918240679852,Silver,2021-09-28
C0331,Adya,Cheema,1958-04-26,F,Hapur,Kerala,978912,theodorelala@example.com,+916808933708,Gold,2024-07-23
C0332,Zansi,Pandya,1927-07-12,M,Ghaziabad,Haryana,484906,puriwridesh@example.org,2281888479,Bronze,2022-09-27
C0333,Odika,Balan,1912-12-23,M,Firozabad,West Bengal,104725,forum60@example.net,03378200239,Bronze,2025-09-20
C0334,Lekha,Prasad,1929-01-13,M,Varanasi,Rajasthan,845385,keyakumar@example.org,7909149992,Silver,2024-12-02
C0335,Isaiah,Patla,1940-04-25,F,Mangalore,Assam,254964,isaiahtank@example.org,4028683722,Gold,2022-05-06
C0336,Yashawini,Khalsa,2008-01-16,F,Pudukkottai,Punjab,643329,brijesh91@example.com,+916782939053,Silver,2024-07-06
C0337,Chanakya,Chokshi,1928-11-09,F,Khammam,Chhattisgarh,492571,nilima50@example.org,+914083315912,Silver,2024-12-02
C0338,Wahab,Bajaj,1929-01-14,M,South Dumdum,Goa,605175,qsrivastava@example.net,+917234371175,Silver,2021-09-02
C0339,Ikbal,Tak,1977-11-17,M,Erode,Rajasthan,228861,dinudant@example.org,7302998317,Silver,2026-02-11
C0340,Chaitaly,Kala,1962-12-27,F,Dehradun,Arunachal Pradesh,840284,bahadurjit23@example.org,9735422959,Silver,2023-10-31
C0341,Tamanna,Bala,1973-03-31,M,Jammu,Jharkhand,641449,routhamsini@example.org,9296774470,Silver,2024-08-07
C0342,Balveer,Jayaraman,1991-03-27,M,Baranagar,Rajasthan,911342,yastipatla@example.com,09071734310,Bronze,2025-08-06
C0343,Charvi,Ganguly,1956-02-13,M,Karimnagar,Goa,421302,nattagastya@example.com,3911186974,Bronze,2022-10-17
C0344,Vasana,Yogi,1923-07-11,F,Bharatpur,Odisha,221956,rayaantaneja@example.org,01267109753,Bronze,2024-05-13
C0345,Pooja,Ranganathan,1922-09-17,F,Bally,Manipur,965295,charanjaggi@example.com,03467630861,Bronze,2024-06-03
C0346,Omisha,Chand,1916-08-12,F,Shimoga,Meghalaya,896243,aahana07@example.com,01799314008,Silver,2021-07-17
C0347,Aarna,Chana,1981-04-14,M,Thoothukudi,Odisha,784338,nadigati@example.net,05107666071,Bronze,2025-10-07
C0348,Kai,Narasimhan,1970-05-08,F,Munger,Bihar,461681,zraja@example.com,8861320225,Silver,2022-08-23
C0349,Chaaya,Lall,1944-08-26,M,Baranagar,Karnataka,529489,udant62@example.org,3851788593,Silver,2026-02-01
C0350,Elijah,Badal,1912-09-15,M,Gaya,Madhya Pradesh,755201,ozareyansh@example.net,6899540990,Bronze,2022-08-27
C0351,Balendra,Dewan,1952-10-27,M,Singrauli,Assam,623487,qarinzacharia@example.org,01946730882,Bronze,2022-04-09
C0352,Christopher,Chopra,1920-07-31,M,Anantapuram,Chhattisgarh,944445,reddyomaja@example.com,+916461408707,Silver,2026-04-23
C0353,Tripti,Sami,2021-09-13,F,Kulti,Rajasthan,852884,zehaan69@example.org,+915619030504,Gold,2024-10-24
C0354,Sara,Koshy,1934-04-02,F,Rajpur Sonarpur,Himachal Pradesh,348004,aarini52@example.com,+911596076136,Bronze,2024-06-14
C0355,Guneet,Pandey,2014-10-14,M,Jalandhar,Telangana,986869,wakeetasodhi@example.net,1968292629,Gold,2024-10-26
C0356,Sanaya,Vala,1911-09-03,F,Dharmavaram,Madhya Pradesh,571829,duppal@example.org,9529494884,Silver,2023-03-17
C0357,Ryan,Iyengar,1918-06-21,F,Nagaon,Kerala,320753,lalaliam@example.com,02502652639,Gold,2026-02-03
C0358,Reyansh,Sawhney,1927-06-03,F,Burhanpur,Goa,093710,bhanumati06@example.org,7956478678,Silver,2021-12-27
C0359,Nathaniel,Dugar,2007-01-12,F,Dhule,Rajasthan,048814,wchaudhry@example.org,02842476829,Bronze,2024-11-09
C0360,Ekiya,Nanda,1999-10-17,M,Haldia,Maharashtra,939734,chakrika12@example.org,7847191040,Gold,2026-01-20
C0361,Balveer,Malhotra,2011-12-09,F,Mumbai,Kerala,957418,iyerrajata@example.com,+916232549483,Bronze,2023-06-23
C0362,Yoshita,Sarin,1979-05-20,M,Miryalaguda,Tamil Nadu,187860,rnanda@example.net,02381362458,Gold,2023-04-16
C0363,Jacob,Bhatia,1954-02-17,M,Kanpur,Gujarat,793119,zayan86@example.com,05368739387,Silver,2023-11-09
C0364,Eta,Srinivasan,1953-11-15,M,Tirupati,Telangana,208458,fmallick@example.org,+910741240038,Bronze,2025-06-29
C0365,Anvi,Sarin,1942-01-15,F,Saharsa,Himachal Pradesh,974693,henry83@example.com,2309329855,Silver,2021-10-26
C0366,Fitan,Sharaf,1988-08-24,F,Haldia,Arunachal Pradesh,494034,mlal@example.org,+919798337775,Silver,2023-07-14
C0367,Reva,Lad,1978-12-26,F,Sultan Pur Majra,Tamil Nadu,728780,manyadeo@example.org,+916154511185,Bronze,2025-09-16
C0368,Charita,Shanker,2002-01-15,F,Aurangabad,Andhra Pradesh,228276,xalakde@example.com,07933202620,Gold,2025-08-29
C0369,Mitesh,Kala,2020-06-24,F,Naihati,Odisha,944337,natheesha@example.org,+910712522648,Silver,2025-01-05
C0370,Aayush,Brahmbhatt,1964-08-10,F,Uluberia,Assam,660829,daraaahana@example.com,6627101736,Bronze,2021-05-21
C0371,Zilmil,Randhawa,1983-08-04,M,South Dumdum,Bihar,930069,unni86@example.net,07977232845,Gold,2024-07-09
C0372,Xavier,Loke,1917-12-19,F,Morbi,Uttarakhand,675499,yatanshenoy@example.com,08401331431,Gold,2021-08-11
C0373,Yamini,Dhar,1961-02-26,M,Ratlam,Bihar,357038,ryansrivastava@example.net,05595280334,Bronze,2022-09-16
C0374,Gautami,Iyengar,2011-04-25,F,Shahjahanpur,Odisha,658583,sanayawalia@example.org,2011431311,Bronze,2022-04-29
C0375,William,Kara,1947-05-01,M,Etawah,Arunachal Pradesh,865583,gaurikapalla@example.org,+912365129634,Bronze,2022-03-25
C0376,Vrinda,Purohit,1966-11-14,F,Navi Mumbai,Mizoram,991775,jganesan@example.org,00994697240,Silver,2023-09-16
C0377,Yashvi,Kapoor,2005-07-18,F,Gudivada,Bihar,042034,ipatel@example.org,3320635137,Silver,2025-10-03
C0378,Bakhshi,Dhar,1991-03-01,M,Tadipatri,Andhra Pradesh,531375,okala@example.org,+917992943216,Gold,2024-07-06
C0379,Samaksh,Dayal,1922-04-09,F,Secunderabad,Punjab,579591,agastya25@example.org,+914464998453,Gold,2025-05-16
C0380,Anay,Muni,1983-03-24,F,Fatehpur,Andhra Pradesh,257835,vmall@example.net,3833122032,Bronze,2021-12-26
C0381,Odika,Kalla,1984-07-21,M,Sultan Pur Majra,Andhra Pradesh,849109,avarghese@example.net,+910169881412,Gold,2024-11-25
C0382,Girindra,Varghese,1947-04-24,F,Kishanganj,Karnataka,990321,zayan00@example.net,06667836036,Silver,2023-11-18
C0383,Oeshi,Padmanabhan,1975-03-20,M,Ajmer,Mizoram,144193,uoak@example.org,9984430588,Silver,2022-06-15
C0384,Naksh,Vig,1921-09-11,M,Surat,Odisha,764609,qarinnath@example.com,+910690029307,Gold,2022-09-18
C0385,Anmol,Sridhar,2001-02-06,M,Bilaspur,Sikkim,961980,tbhattacharyya@example.net,7334210651,Bronze,2026-01-25
C0386,Rachana,Mammen,2021-02-18,F,Dewas,Mizoram,304220,guptaorinder@example.org,+918360022847,Silver,2026-03-23
C0387,Harish,Bajwa,1979-11-27,F,Malda,Uttar Pradesh,170609,turviboase@example.org,08904349445,Silver,2023-11-07
C0388,Hemang,Thakur,2013-03-08,M,Loni,Jharkhand,779237,dev65@example.org,5767246491,Bronze,2023-04-22
C0389,Ikshita,Menon,1934-03-20,M,Barasat,Haryana,649538,nicholaskale@example.org,+910603165321,Gold,2023-09-18
C0390,Zansi,Rau,1976-07-20,M,Kota,West Bengal,664648,wakeetachar@example.net,+911621577973,Gold,2023-04-01
C0391,Logan,Sarkar,1980-07-30,F,Rajahmundry,Mizoram,020339,pavani95@example.net,04484921710,Silver,2023-11-01
C0392,Warjas,Mital,1914-08-31,F,Proddatur,Rajasthan,152218,nnarayan@example.com,+915788047206,Bronze,2025-01-19
C0393,Pushti,Vohra,1971-10-09,M,Bihar Sharif,Manipur,615135,nachiketkrishna@example.org,6395197749,Gold,2024-11-20
C0394,Mitali,Natt,1951-06-13,F,Kishanganj,Rajasthan,050963,umang30@example.net,00371740129,Gold,2023-03-02
C0395,Anirudh,Mahal,1988-02-24,F,Munger,Madhya Pradesh,656589,mugdhadass@example.org,5653021888,Gold,2023-02-05
C0396,Zaitra,Shenoy,2018-02-26,F,Bareilly,Tripura,780718,ukale@example.net,+912893497919,Gold,2026-05-19
C0397,Vasana,Verma,1994-10-04,F,Darbhanga,Punjab,080459,geranaksh@example.org,+910520127282,Gold,2024-08-01
C0398,Lajita,Bandi,2012-08-17,M,Bhiwandi,Manipur,074056,raghavgoyal@example.com,3205843255,Bronze,2024-01-26
C0399,Aayush,Bawa,1948-11-23,F,Bellary,Maharashtra,442744,mangaldakshesh@example.org,6920988839,Silver,2022-04-06
C0400,Tanveer,Mittal,1964-11-18,M,Bokaro,Tripura,700375,kpal@example.com,3865832625,Silver,2021-09-17
C0401,Harsh,Batra,1995-10-21,M,Malda,West Bengal,819005,fwason@example.com,00974083546,Bronze,2025-07-31
C0402,Faras,Venkataraman,1947-08-08,F,Yamunanagar,Tripura,937309,kritika53@example.net,8371245174,Silver,2022-10-15
C0403,Damini,Jhaveri,2011-06-30,M,Deoghar,Karnataka,298476,sodhirachita@example.net,08688185968,Silver,2024-09-26
C0404,Mugdha,Kapadia,1980-04-01,M,Katni,Meghalaya,860552,banand@example.org,1439476637,Gold,2025-01-21
C0405,Owen,Kamdar,1956-03-01,F,Bhavnagar,Mizoram,135278,jeevikaanne@example.net,8396884243,Bronze,2025-07-20
C0406,Wyatt,Grover,1943-04-22,M,Jammu,Maharashtra,894219,gautamilad@example.net,0503151442,Silver,2023-11-14
C0407,Oni,Saraf,1915-07-15,F,Jaipur,Uttar Pradesh,359782,varenya72@example.com,07020249552,Gold,2021-10-03
C0408,Fariq,Atwal,2020-04-22,F,Hyderabad,Jharkhand,543948,dhingrasathvik@example.org,3688376515,Bronze,2022-07-24
C0409,Ishaan,Dugar,2000-06-10,F,Saharanpur,West Bengal,490525,edhitha31@example.net,1793991061,Silver,2021-09-08
C0410,Yagnesh,Parikh,1943-03-27,M,Mumbai,Chhattisgarh,401635,anthonyyadav@example.net,04098121567,Bronze,2025-07-05
C0411,Samuel,Brahmbhatt,1966-11-12,M,Chittoor,Sikkim,826917,tanvi41@example.org,04266733927,Bronze,2024-02-08
C0412,Amrita,Nagy,1961-12-17,M,Cuttack,Odisha,057883,mekhala75@example.net,4024225728,Gold,2025-08-28
C0413,Adya,Brahmbhatt,1921-10-18,F,Durgapur,Uttar Pradesh,301638,wardadar@example.org,1800170852,Bronze,2026-04-23
C0414,Chakradhar,Baral,1992-02-03,F,Khandwa,Gujarat,404047,chaitalyvala@example.org,07891012480,Bronze,2024-07-25
C0415,Ishani,Thaman,1998-12-03,M,Agartala,Goa,939801,atwalvedhika@example.com,0449186143,Silver,2023-10-08
C0416,Ekapad,Sengupta,1970-09-28,F,Nizamabad,Sikkim,005076,bhavna13@example.com,07900722937,Gold,2021-10-19
C0417,Jeet,Krish,1916-02-01,F,Haridwar,Madhya Pradesh,999128,xoommen@example.com,7478823105,Gold,2023-08-27
C0418,Upma,Sandal,1977-12-12,F,Phusro,Maharashtra,362045,janani88@example.org,1214973119,Gold,2024-07-17
C0419,Reva,Sen,1912-05-22,F,Bhagalpur,Arunachal Pradesh,535038,khalsamegha@example.com,00818872147,Silver,2022-07-10
C0420,Radhika,Amble,1983-05-25,M,Siwan,Rajasthan,849574,diptakuruvilla@example.com,02368425794,Bronze,2022-02-13
C0421,Isha,Dubey,1920-07-23,M,Kolhapur,Assam,207418,onarula@example.org,8954219315,Gold,2025-04-14
C0422,Aashi,Sethi,1913-09-08,M,Vijayanagaram,Andhra Pradesh,944284,virajiyengar@example.net,03202010070,Bronze,2022-09-03
